gene_name,target_type,target_group,target_group_score_normalized,Disease
NEK6,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NEK7,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NEK9,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NLK,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NLRP3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NME2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NOS1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NOS2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NOS3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NQO2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NR0B1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NR1H2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NR1H3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NR1I2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NR1I3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NR2E3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NR3C2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NTRK1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NTRK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NTRK3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NUAK1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
NUAK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
ODC1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
OLA1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
OPA1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
ORAI1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
OXER1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
OXSR1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
P2RX1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
P2RX3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
P2RX4,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
P2RX7,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
P2RY1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
P2RY12,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
P2RY2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
P2RY4,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
P4HB,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PAICS,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PAK1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PAK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PAK3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PAK4,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PAK6,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PARP1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PARP14,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PASK,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PAX8,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PBK,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PBRM1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PCSK7,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PCYT1A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDE10A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDE11A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDE1A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDE1B,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDE1C,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDE2A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDE3A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDE3B,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDE4A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDE4B,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDE4C,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDE4D,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDE6C,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDE7A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDE7B,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDE8A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDE8B,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDE9A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDGFRA,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDGFRB,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDK1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDPK1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PDXK,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PEBP1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PFKP,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PGAM1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PGD,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PGR,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PGRMC1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PHKG1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PHKG2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PI4KB,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PIK3C2B,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PIK3C2G,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PIK3CA,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PIK3CB,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PIK3CD,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PIK3CG,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PIM1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PIM2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PIN1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PIP4K2A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PIP4K2B,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PIP4K2C,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PIP5K1A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PIP5K1C,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PKM,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PKMYT1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PKN1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PKN2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PKN3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PLA2G4C,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PLA2G7,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PLD1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PLD2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PLG,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PLK1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PLK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PLK3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PLK4,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
POLA1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
POLB,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
POLH,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
POLI,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
POLK,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
POLL,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
POU2F1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PPP2R5A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PREP,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKAA1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKAA2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKACA,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKACB,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKACG,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKAG1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKAG2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKAR2A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKCB,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKCD,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKCE,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKCG,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKCH,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKCI,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKCQ,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKCZ,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKD1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKD2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKD3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKDC,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKG1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKG2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRKX,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRMT1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRNP,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRPF4B,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PRSS1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PSEN1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PSENEN,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PSMB5,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PSMC4,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PTGDR2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PTGES,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PTGFR,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PTGIR,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PTK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PTK2B,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PTK6,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PTPN1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PTPN11,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PYGB,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PYGL,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
PYGM,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RAB10,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RAB27A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RAB6A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RABL3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RAD52,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RAF1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RAN,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RAPGEF3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RAPGEF4,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RARA,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RARB,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RARG,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RASGRP3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RBP4,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RELA,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
REN,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RET,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RIOK1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RIOK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RIOK3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RIPK1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RIPK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RIPK3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RIPK4,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
ROCK1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
ROCK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
ROS1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RPS6KA1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RPS6KA2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RPS6KA3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RPS6KA4,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RPS6KA5,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RPS6KA6,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RPS6KB1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RPS6KB2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RPSA,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RXRA,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RXRB,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RXRG,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
RYR2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SARM1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SCN2A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SCN5A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SEMA4D,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SERPINE1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SGK1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SGK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SGK3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SHMT2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SIK1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SIK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SIK3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SIRT1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SIRT2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SIRT3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SIRT6,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SLC10A1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SLC18A2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SLC22A4,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SLC25A5,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SLC25A6,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SLC2A1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SLC2A3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SLC2A4,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SLC5A11,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SLCO1A2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SLK,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SMAD2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SMC1A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SMC2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SMO,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SMPD1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SNCA,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SNRK,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SNRNP200,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SOAT1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SRC,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SRD5A1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SRD5A2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SRMS,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SRPK1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SRPK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SRPK3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
ST14,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
STAT1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
STAT5A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
STK10,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
STK11,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
STK16,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
STK17B,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
STK24,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
STK25,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
STK3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
STK32C,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
STK35,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
STK36,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
STK38,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
STK38L,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
STK39,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
STK4,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
STRADA,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
STS,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SUCLA2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SULT1A1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SULT1E1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SULT2A1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SV2A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
SYK,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TAOK1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TAOK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TAOK3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TAS2R46,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TAT,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TBK1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TBXA2R,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TEC,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TEK,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TERT,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TESK1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TESK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TF,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TGFBR1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TGFBR2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
THRA,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
THRAP3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TK1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TLK1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TLK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TLR9,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TMEM97,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TNF,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TNFSF4,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TNIK,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TNK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TNNI3K,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TOP1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TOP2A,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TOP2B,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TP53,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TP53RK,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TPSAB1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TRAP1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TRPA1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TRPM2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TRPM6,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TRPV6,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TSG101,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TSNAX,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TSPO,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TSSK1B,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TSSK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TST,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TTBK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TTK,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TUFM,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TXK,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TYK2,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TYMS,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TYR,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
TYRO3,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
UGT1A1,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
UGT1A4,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
UGT1A7,SINGLE PROTEIN,T2 T4,0.39999999999999997,Alzheimer's disease
