symbol	overallAssociationScore	objectObject	objectObject	objectObject	objectObject	objectObject	objectObject	objectObject	targetName
PLAC8L1	0.11941855378380434	0.1964344531531619	No data	No data	No data	No data	No data	No data	PLAC8 like 1
GRID2IP	0.11937429306315869	0.19453785523571876	No data	No data	No data	0.03647584785669726	No data	No data	Grid2 interacting protein
MAOB	0.11911776380476283	No data	No data	0.14695882683930922	No data	0.7959998488386371	No data	No data	monoamine oxidase B
NPTX2	0.11746378634254635	No data	No data	No data	No data	0.8460909544816735	0.08041621062528981	0.4442758268945727	neuronal pentraxin 2
CHI3L1	0.11715708839935558	No data	No data	No data	No data	0.9560423065355595	0.030121060174259008	No data	chitinase 3 like 1
CLASRP	0.11683727847394067	0.1906686242786479	No data	No data	No data	0.030396539880581056	No data	No data	CLK4 associating serine/arginine rich protein
NEFL	0.1161484233740598	No data	No data	No data	No data	0.9451406370967321	0.04054419041861782	No data	neurofilament light chain
ZC3H12A	0.11594620663609118	0.19072270576126307	No data	No data	No data	No data	No data	No data	zinc finger CCCH-type containing 12A
EDDM3A	0.1154937045889693	0.1899783742536316	No data	No data	No data	No data	No data	No data	epididymal protein 3A
HRH3	0.11448412529364425	No data	No data	0.17341226001871488	No data	0.2981086590918874	No data	No data	histamine receptor H3
TRPM7	0.1141230053590973	0.1852552309286136	No data	No data	No data	0.0493689434664523	No data	No data	transient receptor potential cation channel subfamily M member 7
NGF	0.11381770698151178	No data	No data	No data	No data	0.9361074272653042	No data	No data	nerve growth factor
ANKMY2	0.11356215699466655	0.1832683207399305	No data	No data	No data	No data	0.07065608778946178	No data	ankyrin repeat and MYND domain containing 2
VEGFA	0.11346046263688638	No data	No data	No data	No data	0.9273824383966554	0.023147159069842584	No data	vascular endothelial growth factor A
GABRA1	0.11345952990446984	No data	No data	0.16665747337858577	No data	0.09750196775694382	0.06166935860584467	0.3407452120613136	gamma-aminobutyric acid type A receptor subunit alpha1
RXRA	0.11343480262250791	No data	No data	0.1587374860430344	No data	0.5570830162916147	No data	No data	retinoid X receptor alpha
GNRHR	0.11326842007679856	No data	No data	0.18133224735426628	No data	0.09971405699199469	No data	No data	gonadotropin releasing hormone receptor
VSNL1	0.11325482316464267	No data	No data	No data	No data	0.9154312129738392	0.06418683442114803	No data	visinin like 1
SERPINF1	0.11303797425648276	0.15079070774351092	No data	No data	No data	0.6745418333071881	0.06394882135689679	No data	serpin family F member 1
MADD	0.1129418056074233	0.17367227390389633	No data	No data	No data	0.2421684059739421	No data	No data	MAP kinase activating death domain
LEP	0.1128667826124442	No data	No data	No data	No data	0.9282864353629078	No data	No data	leptin
SV2A	0.11274031446854459	No data	No data	0.1654922726831635	No data	0.39913967791643223	No data	No data	synaptic vesicle glycoprotein 2A
GABRG2	0.112573041591761	No data	No data	0.16665747337858577	No data	0.11246719755814989	0.08279251645220431	0.299649090142768	gamma-aminobutyric acid type A receptor subunit gamma2
TRIM35	0.11254041194285984	0.18512043210345253	No data	No data	No data	No data	No data	No data	tripartite motif containing 35
DYRK1A	0.11251301724268035	No data	No data	No data	No data	0.9253768495091091	No data	No data	dual specificity tyrosine phosphorylation regulated kinase 1A
CCL2	0.1123654886527727	No data	No data	No data	No data	0.9241634828686358	No data	No data	C-C motif chemokine ligand 2
UNC13C	0.11233693751605073	0.18237923928348632	No data	No data	No data	0.030396539880581056	0.03462028348593344	No data	unc-13 homolog C
NFE2L2	0.11211455683394629	No data	No data	No data	No data	0.9093115012805021	0.051152650593772754	No data	NFE2 like bZIP transcription factor 2
IL6	0.11193306510213344	No data	No data	No data	No data	0.9206069633409353	No data	No data	interleukin 6
IAPP	0.11189510912931361	No data	No data	No data	No data	0.9202947898750659	No data	No data	islet amyloid polypeptide
TP53	0.11173225181309406	No data	No data	No data	No data	0.9189553502804658	No data	No data	tumor protein p53
TSPO	0.11136800055350421	No data	No data	No data	No data	0.9159595219639791	No data	No data	translocator protein
CHRM1	0.11121165142800134	No data	No data	0.17256791168869876	No data	0.09542120942731579	0.16492677888223758	No data	cholinergic receptor muscarinic 1
MRPL58	0.11104907239565005	0.18053953399868936	No data	No data	No data	0.04255515583281348	No data	No data	mitochondrial ribosomal protein L58
PLA2G7	0.11103948157096252	No data	No data	0.13678442946261474	No data	0.742277041231632	No data	No data	phospholipase A2 group VII
S100B	0.11093966390952766	No data	No data	No data	No data	0.9049081996045552	0.03011366434946766	No data	S100 calcium binding protein B
RELN	0.11082026070010355	No data	No data	No data	No data	0.9114545696276889	No data	No data	reelin
SH2D4B	0.11044428047231283	0.18167245500016696	No data	No data	No data	No data	No data	No data	SH2 domain containing 4B
KCTD2	0.11026184085450214	0.1763920187557178	No data	No data	No data	0.09960673852713191	No data	No data	potassium channel tetramerization domain containing 2
PRNP	0.11001842975811203	No data	No data	No data	No data	0.9048598145573612	No data	No data	prion protein
GRIA1	0.10993685102227643	No data	No data	0.15198269940290526	No data	0.2723489155372208	0.04712665718926937	0.4442758268945727	glutamate ionotropic receptor AMPA type subunit 1
CHRM2	0.10984451990125259	No data	No data	0.1654922726831635	No data	0.30387243438579703	No data	No data	cholinergic receptor muscarinic 2
IGF1	0.10981658884695492	No data	No data	No data	No data	0.9031997496951261	No data	No data	insulin like growth factor 1
CHAT	0.1096892634874964	No data	No data	No data	No data	0.9021525469546272	No data	No data	choline O-acetyltransferase
IL1B	0.10939301112620387	No data	No data	No data	No data	0.8997159837597996	No data	No data	interleukin 1 beta
CHRM3	0.1093035695580392	No data	No data	0.1654922726831635	No data	0.27339998925922626	0.028521000800097306	No data	cholinergic receptor muscarinic 3
HGF	0.1092160236233962	0.14728155102592574	No data	No data	No data	0.6321214614436496	0.03439987429244344	No data	hepatocyte growth factor
S100A9	0.10920374672899964	No data	No data	No data	No data	0.8981593559499585	No data	No data	S100 calcium binding protein A9
SLC52A1	0.10913149254313512	0.179513018540729	No data	No data	No data	No data	No data	No data	solute carrier family 52 member 1
CP	0.10912034845017753	No data	No data	No data	No data	0.888452702131807	0.03608293855315832	No data	ceruloplasmin
ASAH1	0.10856570671768656	No data	No data	No data	No data	0.8929117190986939	No data	No data	N-acylsphingosine amidohydrolase 1
GABRA2	0.10821805608441147	0.03658112475500196	No data	0.16665747337858577	No data	0.06965873722633158	0.05278067363944113	No data	gamma-aminobutyric acid type A receptor subunit alpha2
GABRG1	0.10796359806115159	0.03658112475500196	No data	0.16665747337858577	No data	No data	0.08051248045711767	No data	gamma-aminobutyric acid type A receptor subunit gamma1
MAPK1	0.10767746515239678	No data	No data	No data	No data	0.7640961012862486	No data	0.48604067269049106	mitogen-activated protein kinase 1
ADIPOQ	0.10764187704213289	No data	No data	No data	No data	0.8853135707635288	No data	No data	adiponectin, C1Q and collagen domain containing
FYN	0.10747439381761509	No data	No data	0.06079307976116211	No data	0.8079447351280209	No data	No data	FYN proto-oncogene, Src family tyrosine kinase
NEAT1	0.10723880226639622	No data	No data	No data	No data	0.8584995235956289	0.09399564068422218	No data	nuclear paraspeckle assembly transcript 1
DLG2	0.10719207064160824	0.1757148859814263	No data	No data	No data	0.012158615952232422	No data	No data	discs large MAGUK scaffold protein 2
KLK6	0.1071325660520575	No data	No data	No data	No data	0.881124681237975	No data	No data	kallikrein related peptidase 6
APOA1	0.10683863889819238	No data	No data	No data	No data	0.8787072419914368	No data	No data	apolipoprotein A1
HTR4	0.10683508169801122	No data	No data	0.16929184016823612	No data	0.12887513811724935	No data	No data	5-hydroxytryptamine receptor 4
LCN2	0.10678718762863025	No data	No data	No data	No data	0.8782840748335607	No data	No data	lipocalin 2
SIRT1	0.10665997997814992	No data	No data	No data	No data	0.8772378402047174	No data	No data	sirtuin 1
GFAP	0.1062750882148757	No data	No data	No data	No data	0.8449367553245101	0.11654198502961598	No data	glial fibrillary acidic protein
TAS2R62P	0.1061872408467732	No data	No data	No data	No data	0.8733497403318866	No data	No data	taste 2 receptor member 62 pseudogene
PDE4D	0.10576019386896732	No data	No data	0.1473387835878165	No data	0.5325740925414355	No data	No data	phosphodiesterase 4D
EIF2AK2	0.10575589235631846	No data	No data	No data	No data	0.8698020627660406	No data	No data	eukaryotic translation initiation factor 2 alpha kinase 2
EED	0.10569751980786565	0.1738643941434119	No data	No data	No data	No data	No data	No data	embryonic ectoderm development
NGFR	0.10564447341556307	No data	No data	No data	No data	0.8688856842802563	No data	No data	nerve growth factor receptor
IDE	0.10543084110615941	No data	No data	No data	No data	0.8671286396442305	No data	No data	insulin degrading enzyme
CYSLTR1	0.10508264008250125	No data	No data	0.15198269940290526	No data	0.41740528564013907	No data	No data	cysteinyl leukotriene receptor 1
CCR5	0.10502248498702264	0.09494319521940585	No data	No data	No data	0.7450910715788072	No data	No data	C-C motif chemokine receptor 5
EPHA4	0.10481142497406697	No data	No data	No data	No data	0.8537220050530714	0.0332486883025587	No data	EPH receptor A4
NEDD4L	0.1047941319763054	0.16769877825088048	No data	No data	No data	0.07915765593901315	0.03247779193669285	No data	NEDD4 like E3 ubiquitin protein ligase
REST	0.10475845081849941	No data	No data	No data	No data	0.8615984848116277	No data	No data	RE1 silencing transcription factor
CAMK2A	0.10475026647218118	No data	No data	No data	No data	0.7173489843144232	No data	0.5767287494242046	calcium/calmodulin dependent protein kinase II alpha
HCRT	0.10458157377431301	No data	No data	No data	No data	0.8601437382773076	No data	No data	hypocretin neuropeptide precursor
GAP43	0.10455477838779956	No data	No data	No data	No data	0.8493695444999184	0.042215247586400044	No data	growth associated protein 43
HMOX1	0.10449393944908948	No data	No data	No data	No data	0.8594229792240747	No data	No data	heme oxygenase 1
CREB1	0.10447549635032198	No data	No data	No data	No data	0.8592712917389206	No data	No data	cAMP responsive element binding protein 1
ALB	0.10439030166083134	No data	No data	No data	No data	0.858570597763345	No data	No data	albumin
HDAC6	0.10416127891356837	No data	No data	0.06079307976116211	No data	0.7118440826948562	No data	0.4442758268945727	histone deacetylase 6
SIRT3	0.10400904115623921	No data	No data	No data	No data	0.8554348748645385	No data	No data	sirtuin 3
PRKRA	0.10370100537547762	0.17058027950366714	No data	No data	No data	No data	No data	No data	protein activator of interferon induced protein kinase EIF2AK2
NLRP1	0.10347193210680533	No data	No data	No data	No data	0.8510173568547251	No data	No data	NLR family pyrin domain containing 1
IL33	0.10328559392434628	No data	No data	No data	No data	0.8494847960501802	No data	No data	interleukin 33
GPX3	0.1030733473046886	0.16500162510047559	No data	No data	No data	0.07751117669548169	0.030179056589716233	No data	glutathione peroxidase 3
GABRA5	0.10299913567791635	No data	No data	0.16665747337858577	No data	0.04238628616681025	0.029203625672807973	No data	gamma-aminobutyric acid type A receptor subunit alpha5
DNM1L	0.10298536918025313	No data	No data	No data	No data	0.8408283485740108	0.024748851763934328	No data	dynamin 1 like
TLR4	0.1029450272874589	No data	No data	No data	No data	0.8466837647631871	No data	No data	toll like receptor 4
SLC39A13	0.10280922597655649	0.16569375937145234	No data	No data	No data	0.06839221473130737	No data	No data	solute carrier family 39 member 13
GRIA4	0.10268071621182519	No data	No data	0.15198269940290526	No data	0.3266529350437528	0.026398581663907683	No data	glutamate ionotropic receptor AMPA type subunit 4
LGALS3	0.10263805085336496	No data	No data	No data	No data	0.8346833219480136	0.03790271277245916	No data	galectin 3
RARB	0.10252504482701238	No data	No data	0.1587374860430344	No data	0.19816855305478814	No data	No data	retinoic acid receptor beta
RYR2	0.10222097149851275	No data	No data	No data	No data	0.822516513633067	0.0728486686601902	No data	ryanodine receptor 2
GABRA3	0.10219337906523215	No data	No data	0.16665747337858577	No data	0.01823792392834863	0.020751762501236868	No data	gamma-aminobutyric acid type A receptor subunit alpha3
NRG1	0.10206154484011588	No data	No data	No data	No data	0.8335528678555367	0.023458356824267185	No data	neuregulin 1
MECP2	0.10194522039282204	No data	No data	No data	No data	0.8384607326469923	No data	No data	methyl-CpG binding protein 2
UCHL1	0.10163999006463385	No data	No data	No data	No data	0.8057926457354376	0.12063073339053879	No data	ubiquitin C-terminal hydrolase L1
CEBPB	0.10152149560507552	No data	No data	No data	No data	0.8186018127669121	0.0654957774982086	No data	CCAAT enhancer binding protein beta
BRCA1	0.10142408014570924	No data	No data	No data	No data	0.8341745519734665	No data	No data	BRCA1 DNA repair associated
AKT1	0.10135976879394408	No data	No data	No data	No data	0.8336456155220003	No data	No data	AKT serine/threonine kinase 1
GABRG3	0.10131621071898116	No data	No data	0.16665747337858577	No data	No data	No data	No data	gamma-aminobutyric acid type A receptor subunit gamma3
SYNJ1	0.10127896316472441	No data	No data	No data	No data	0.8249419870102189	0.03215613156223924	No data	synaptojanin 1
CYP19A1	0.10122066079537836	No data	No data	No data	No data	0.8325015050483062	No data	No data	cytochrome P450 family 19 subfamily A member 1
CRP	0.10121639324721148	No data	No data	No data	No data	0.8324664060848744	No data	No data	C-reactive protein
CHRNA6	0.10116221911286252	No data	No data	0.1654922726831635	No data	0.01823792392834863	No data	No data	cholinergic receptor nicotinic alpha 6 subunit
RARA	0.10115306376924106	No data	No data	0.1587374860430344	No data	0.15303245982965724	No data	No data	retinoic acid receptor alpha
CLOCK	0.10104244706815077	No data	No data	No data	No data	0.8287264227349704	0.009237368273976346	No data	clock circadian regulator
FNDC5	0.10098059048741453	No data	No data	No data	No data	0.8305270179117193	No data	No data	fibronectin type III domain containing 5
MIF	0.10091496545711653	No data	No data	No data	No data	0.829987276953079	No data	No data	macrophage migration inhibitory factor
PCSK9	0.1008439326559538	No data	No data	No data	No data	0.8294030591322201	No data	No data	proprotein convertase subtilisin/kexin type 9
SERPINA1	0.10074973725656522	No data	No data	No data	0.31758304867231085	0.13868286421686424	No data	No data	serpin family A member 1
TF	0.10067257368316927	No data	No data	No data	No data	0.8279936966401586	No data	No data	transferrin
CHRNA5	0.10060784933083547	No data	No data	0.1654922726831635	No data	No data	No data	No data	cholinergic receptor nicotinic alpha 5 subunit
CACNA1B	0.10060784933083547	No data	No data	0.1654922726831635	No data	No data	No data	No data	calcium voltage-gated channel subunit alpha1 B
GRIA2	0.10044924522917473	No data	No data	0.15198269940290526	No data	0.26497363152655395	No data	No data	glutamate ionotropic receptor AMPA type subunit 2
CXCL8	0.1004080838733947	No data	No data	No data	No data	0.8258183683724212	No data	No data	C-X-C motif chemokine ligand 8
LPL	0.10019329556839604	No data	No data	No data	No data	0.8153543982948639	0.034789671266617424	No data	lipoprotein lipase
HMGB1	0.09989804710011509	No data	No data	No data	No data	0.8216235095555674	No data	No data	high mobility group box 1
LY86	0.09971585179801594	0.03629580643398887	No data	No data	0.3039653988058105	0.13357590580855339	No data	No data	lymphocyte antigen 86
NLGN1	0.09968518291055471	No data	No data	No data	No data	0.819872782413624	No data	No data	neuroligin 1
PARP1	0.09951364315640299	No data	No data	No data	No data	0.8184619330634542	No data	No data	poly(ADP-ribose) polymerase 1
CASP6	0.09950104830496109	No data	No data	No data	No data	0.8183583451921753	No data	No data	caspase 6
TXN	0.09949847081857337	No data	No data	No data	No data	0.8029945523433402	0.06137037600751494	No data	thioredoxin
MTNR1A	0.09926289088934499	No data	No data	0.15198269940290526	No data	0.2259443754174518	No data	No data	melatonin receptor 1A
VGF	0.09917599962475018	No data	No data	No data	No data	0.8156849432072132	No data	No data	VGF nerve growth factor inducible
LRP1	0.0988274025957575	No data	No data	No data	No data	0.8128178649940166	No data	No data	LDL receptor related protein 1
GABRB3	0.09849337499107763	No data	No data	0.1587374860430344	No data	0.030396539880581056	0.05202316491619494	No data	gamma-aminobutyric acid type A receptor subunit beta3
PTEN	0.0984098260905725	No data	No data	No data	No data	0.8093834567782664	No data	No data	phosphatase and tensin homolog
MTOR	0.09837195772987645	No data	No data	No data	No data	0.8090720038888517	No data	No data	mechanistic target of rapamycin kinase
SYT1	0.09828052371852487	No data	No data	No data	No data	0.7934166635595503	0.059613321201100945	No data	synaptotagmin 1
STX4	0.09800939257770779	0.1612180086331495	No data	No data	No data	No data	No data	No data	syntaxin 4
ATG16L1	0.097787737040681	0.1468709937606656	No data	No data	No data	0.2796481669013457	No data	No data	autophagy related 16 like 1
DAPK1	0.09756197171913908	No data	No data	No data	No data	0.7946787790613795	0.03092558965163227	No data	death associated protein kinase 1
FAM171A2	0.09755781394698182	0.15865140368253652	No data	No data	No data	0.03647584785669726	No data	No data	family with sequence similarity 171 member A2
ALDH2	0.09749940479898611	No data	No data	No data	No data	0.801895587310531	No data	No data	aldehyde dehydrogenase 2 family member
PJVK	0.09747572357937737	0.1603401636540383	No data	No data	No data	No data	No data	No data	pejvakin
NLRP3	0.09735047715872365	No data	No data	No data	No data	0.8006707140120607	No data	No data	NLR family pyrin domain containing 3
ABCB1	0.09731669756104806	No data	No data	No data	No data	0.8003928896461272	No data	No data	ATP binding cassette subfamily B member 1
GRIA3	0.09717864822997907	No data	No data	0.15198269940290526	No data	0.14725434875481486	0.022773618966817614	No data	glutamate ionotropic receptor AMPA type subunit 3
SPP1	0.09717553707332954	No data	No data	No data	No data	0.7825138008281486	0.06687238960104876	No data	secreted phosphoprotein 1
LIPC	0.09712504935119985	0.1555078155931868	No data	No data	No data	0.08511031166562694	No data	No data	lipase C, hepatic type
KLC1	0.09689517440705203	No data	No data	No data	No data	0.762433986998404	0.137968138975634	No data	kinesin light chain 1
RXRG	0.09687098635569016	No data	No data	0.1587374860430344	No data	0.012158615952232422	No data	No data	retinoid X receptor gamma
PTPA	0.09683273095259214	No data	No data	No data	No data	0.7964124480370058	No data	No data	protein phosphatase 2 phosphatase activator
S100A11	0.09671904797098646	No data	No data	No data	0.3148473600830586	0.03343619386863916	No data	No data	S100 calcium binding protein A11
RXRB	0.09650140650100547	No data	No data	0.1587374860430344	No data	No data	No data	No data	retinoid X receptor beta
IGFBP3	0.09626674422540213	No data	No data	No data	No data	0.7917574220915068	No data	No data	insulin like growth factor binding protein 3
TLR2	0.09616495161253083	No data	No data	No data	No data	0.7909202164977844	No data	No data	toll like receptor 2
RCAN1	0.09614785078868739	No data	No data	No data	No data	0.7907795687142651	No data	No data	regulator of calcineurin 1
KL	0.09611956227962014	No data	No data	No data	No data	0.7859901924700196	0.018226855989354605	No data	klotho
CTSC	0.09611309100090966	No data	No data	No data	0.30554601887960076	0.10651454183153611	No data	No data	cathepsin C
CTSD	0.095894278914277	No data	No data	No data	No data	0.7886940363197343	No data	No data	cathepsin D
NRN1	0.09572691813422537	0.03629580643398887	No data	No data	No data	0.7319753965744928	0.08975162545151967	No data	neuritin 1
MS4A2	0.09565781643714566	0.1538626858414285	No data	No data	No data	0.0697431720593332	No data	No data	membrane spanning 4-domains A2
EIF2AK3	0.09562270825138136	No data	No data	No data	No data	0.7864604707234316	No data	No data	eukaryotic translation initiation factor 2 alpha kinase 3
APOC3	0.09550512902008677	No data	No data	No data	No data	0.7854934261868123	No data	No data	apolipoprotein C3
NR4A2	0.0954691742466222	No data	No data	No data	No data	0.7851977118258535	No data	No data	nuclear receptor subfamily 4 group A member 2
BECN1	0.09476906551520106	No data	No data	No data	No data	0.7698144398167374	0.03850057400126089	No data	beclin 1
EPHX2	0.09458899611850907	0.08327377916114341	No data	No data	No data	0.6738663569439706	No data	No data	epoxide hydrolase 2
IGF2	0.09457489749370954	No data	No data	No data	No data	0.7778426250591852	No data	No data	insulin like growth factor 2
SRC	0.09456754747072481	No data	No data	0.14353921610274387	No data	0.24034437358786737	No data	No data	SRC proto-oncogene, non-receptor tyrosine kinase
MAPK3	0.09452162218071337	0.0431612943863972	No data	No data	No data	0.7234528378535943	No data	No data	mitogen-activated protein kinase 3
KRBOX1	0.09430044414125026	0.1551170700871359	No data	No data	No data	No data	No data	No data	KRAB box domain containing 1
OPLAH	0.09418484487799969	0.15492691807689934	No data	No data	No data	No data	No data	No data	5-oxoprolinase, ATP-hydrolysing
APEX1	0.0940630558957562	No data	No data	No data	No data	0.7685459798428456	0.020347769607096805	No data	apurinic/apyrimidinic endodeoxyribonuclease 1
HDAC2	0.09405969258261906	No data	No data	0.06079307976116211	No data	0.6976139105695484	No data	No data	histone deacetylase 2
MTNR1B	0.09386815003637695	No data	No data	0.15198269940290526	No data	0.04846559414292646	No data	No data	melatonin receptor 1B
HK1	0.0938390226985085	No data	No data	No data	No data	0.7717903342549354	No data	No data	hexokinase 1
LTF	0.09365318148482309	0.0772544286161991	No data	No data	No data	0.6711507388872823	0.022887775551064072	No data	lactotransferrin
MAMSTR	0.09361761501654087	0.15338593722871074	No data	No data	No data	0.012158615952232422	No data	No data	MEF2 activating motif and SAP domain containing transcriptional regulator
LRP8	0.0934269100020587	No data	No data	No data	No data	0.7684008637916123	No data	No data	LDL receptor related protein 8
HCRTR2	0.09310589158608977	No data	No data	0.15198269940290526	No data	0.023388448741447087	No data	No data	hypocretin receptor 2
SMPD1	0.09307012689901703	No data	No data	No data	No data	0.765466458227333	No data	No data	sphingomyelin phosphodiesterase 1
ERBB4	0.09282678571424305	No data	No data	No data	No data	0.7634650693708217	No data	No data	erb-b2 receptor tyrosine kinase 4
CSF2RA	0.09276454352586014	No data	No data	0.15198269940290526	No data	0.012158615952232422	No data	No data	colony stimulating factor 2 receptor subunit alpha
CFL1	0.0926157560095227	No data	No data	No data	No data	0.761729430170197	No data	No data	cofilin 1
RFX3	0.09260675562255667	0.1523310810809076	No data	No data	No data	No data	No data	No data	regulatory factor X3
PPARD	0.09223616797801495	No data	No data	0.13678442946261474	No data	0.25892484096316815	0.08958694656296923	No data	peroxisome proliferator activated receptor delta
GHRL	0.09213156353347297	No data	No data	No data	No data	0.7577471308858708	No data	No data	ghrelin and obestatin prepropeptide
APOD	0.09207140052567693	No data	No data	No data	No data	0.7572523129885672	No data	No data	apolipoprotein D
NOTCH1	0.09203134001313039	No data	No data	No data	No data	0.7569228304824668	No data	No data	notch receptor 1
DPYSL2	0.09197850901755439	No data	No data	No data	No data	0.7564883156019611	No data	No data	dihydropyrimidinase like 2
IFNG	0.0919204171255243	No data	No data	No data	No data	0.7560105318455014	No data	No data	interferon gamma
RRAS2	0.09182238806961894	0.1504329252181746	No data	No data	No data	0.012158615952232422	No data	No data	RAS related 2
HLA-DRB5	0.09151930429768484	0.14217128800949955	No data	No data	No data	0.16742036431092014	No data	No data	major histocompatibility complex, class II, DR beta 5
PIN1	0.09118832157125671	No data	No data	No data	No data	0.7298400739741701	0.08059699955564525	No data	peptidylprolyl cis/trans isomerase, NIMA-interacting 1
WDR81	0.09088882827432841	0.13856246668361508	No data	No data	No data	0.2188550871401836	No data	No data	WD repeat domain 81
ACTB	0.09084637625247245	No data	No data	No data	No data	0.7285811812661037	0.0743830886992825	No data	actin beta
INSR	0.09077712627739244	No data	No data	0.13678442946261474	No data	0.25074100549857886	No data	No data	insulin receptor
CNR1	0.09073960624508884	No data	No data	0.13678442946261474	No data	0.23195028546513644	0.039501827889531424	No data	cannabinoid receptor 1
KLK8	0.09069012453330995	No data	No data	No data	No data	0.7458918423742013	No data	No data	kallikrein related peptidase 8
VCAM1	0.09067519097192464	No data	No data	No data	No data	0.7457690195015654	No data	No data	vascular cell adhesion molecule 1
TFEB	0.09049599731789795	No data	No data	No data	No data	0.7442952197308457	No data	No data	transcription factor EB
CYP46A1	0.0904103130411464	No data	No data	No data	No data	0.7275075483020541	0.06433180313549756	No data	cytochrome P450 family 46 subfamily A member 1
HAMP	0.09021222751564677	No data	No data	No data	No data	0.741961320844936	No data	No data	hepcidin antimicrobial peptide
AGT	0.09008044045056839	No data	No data	No data	No data	0.7354659746952056	0.021645790297855173	No data	angiotensinogen
SPHK1	0.09005343539075969	No data	No data	No data	No data	0.7406553159056326	No data	No data	sphingosine kinase 1
SIRT2	0.08997576607791077	No data	No data	No data	No data	0.7400165152958095	No data	No data	sirtuin 2
PDE9A	0.0899750244736343	No data	No data	0.13678442946261474	No data	0.22435307427649362	No data	No data	phosphodiesterase 9A
C5AR1	0.08943680384184385	No data	No data	No data	No data	0.7355837555295307	No data	No data	complement C5a receptor 1
HTRA2	0.08930927268490077	No data	No data	No data	No data	0.6671761278074878	No data	0.26943492950147047	HtrA serine peptidase 2
PLD1	0.08893096965616187	No data	No data	No data	No data	0.7314234614000897	No data	No data	phospholipase D1
ANO3	0.08875995684361294	0.14425884003260214	No data	No data	No data	0.01823792392834863	0.026785239157968033	No data	anoctamin 3
PRKCA	0.08869064516677165	No data	No data	No data	No data	0.7294468837177748	No data	No data	protein kinase C alpha
CETP	0.08857016000642413	No data	No data	0.12158615952232422	No data	0.4821005656254206	No data	No data	cholesteryl ester transfer protein
TRPC6	0.08855658790324156	No data	No data	No data	No data	0.728344313622159	No data	No data	transient receptor potential cation channel subfamily C member 6
NRXN3	0.08839645110700758	No data	No data	No data	No data	0.7155268738089487	0.04600150185041642	No data	neurexin 3
TGFB1	0.08831428618663602	No data	No data	No data	No data	0.726351473996683	No data	No data	transforming growth factor beta 1
TDO2	0.0882093768685436	No data	No data	No data	No data	0.7211921461774997	0.017185954033290696	No data	tryptophan 2,3-dioxygenase
GABRD	0.08818375719600448	No data	No data	0.13678442946261474	No data	0.12766546749844043	0.08495467576569331	No data	gamma-aminobutyric acid type A receptor subunit delta
CRTC1	0.08780365574315095	No data	No data	No data	No data	0.6542610606445075	No data	0.27156268729311117	CREB regulated transcription coactivator 1
TMEM259	0.08780078302508222	0.08723742642209811	No data	No data	No data	0.6130813224247194	No data	No data	transmembrane protein 259
GAPDH	0.08753985446731187	No data	No data	No data	No data	0.7114979847494534	0.03393632952320493	No data	glyceraldehyde-3-phosphate dehydrogenase
MS4A6E	0.0874962333485252	0.14316474650091918	No data	No data	No data	0.015198269940290528	No data	No data	membrane spanning 4-domains A6E
FMR1	0.08748246102779574	No data	No data	No data	No data	0.6349216461262199	0.048101420570840075	0.31697511787469923	fragile X messenger ribonucleoprotein 1
UBE2L3	0.08743848615313865	0.14086311175123062	No data	No data	No data	0.05015429080295874	0.0206479779780555	No data	ubiquitin conjugating enzyme E2 L3
FAM47E-STBD1	0.08740185586459698	0.14376941620324685	No data	No data	No data	No data	No data	No data	FAM47E-STBD1 readthrough
MTHFR	0.08738488029589672	No data	No data	No data	No data	0.7088434393313408	0.039456096309487064	No data	methylenetetrahydrofolate reductase
KCNN4	0.08733151395590225	No data	No data	No data	No data	0.7182685455236166	No data	No data	potassium calcium-activated channel subfamily N member 4
MELTF	0.0871746489777006	No data	No data	No data	No data	0.7169783906341298	No data	No data	melanotransferrin
EGF	0.08711452887758034	No data	No data	No data	No data	0.716483925636169	No data	No data	epidermal growth factor
NTRK2	0.08709741844605409	No data	No data	No data	No data	0.7002197459262378	0.0644938116274743	No data	neurotrophic receptor tyrosine kinase 2
ACE2	0.08698373698979028	No data	No data	No data	No data	0.7154082120162646	No data	No data	angiotensin converting enzyme 2
P2RY12	0.08692686029019253	No data	No data	No data	No data	0.7149404227561942	No data	No data	purinergic receptor P2Y12
MAPK8IP1	0.08676230276461959	0.12591595925599583	No data	No data	No data	0.33602881322077643	No data	No data	mitogen-activated protein kinase 8 interacting protein 1
IMPG1	0.08675587044939667	0.1427068192469186	No data	No data	No data	No data	No data	No data	interphotoreceptor matrix proteoglycan 1
COASY	0.08655621793358163	No data	No data	No data	No data	0.7118920300931885	No data	No data	Coenzyme A synthase
PON1	0.08642174551229242	No data	No data	No data	No data	0.7107860454826249	No data	No data	paraoxonase 1
DEDD	0.08634995905191882	0.142039125820179	No data	No data	No data	No data	No data	No data	death effector domain containing
CYFIP2	0.08634733659967356	No data	No data	No data	No data	0.7006402442473934	0.03813526471775569	No data	cytoplasmic FMR1 interacting protein 2
AZU1	0.08621626533387607	No data	No data	No data	No data	0.7090960490288868	No data	No data	azurocidin 1
GAD1	0.08581085973789832	No data	No data	No data	No data	0.6958366924209964	0.03970019799798092	No data	glutamate decarboxylase 1
GABRQ	0.08574252628685082	No data	No data	0.13678442946261474	No data	0.08511031166562696	No data	No data	gamma-aminobutyric acid type A receptor subunit theta
