"accession","pref_name","standar_type","chembl_id_ligand","standard_inchi","standard_inchi_key","canonical_smiles (Canonical)","Activity_type"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3700968","InChI=1S/C29H30N6O2S2/c1-34(2)21-8-9-22-25(16-21)39-29(32-22)33-26(36)20-6-3-5-19(15-20)24-7-4-14-35(24)28(37)23-17-38-27(31-23)18-10-12-30-13-11-18/h3,5-6,10-13,15,17,21,24H,4,7-9,14,16H2,1-2H3,(H,32,33,36)/t21-,24+/m0/s1","GQAUXDGBKSBOQH-XUZZJYLKSA-N","CN(C)[C@H]1CCc2nc(NC(=O)c3cccc([C@H]4CCCN4C(=O)c4csc(-c5ccncc5)n4)c3)sc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3700941","InChI=1S/C31H32N10O3S/c1-39(2)21-13-14-22-24(17-21)45-31(33-22)34-29(42)20-11-6-10-19(16-20)23-12-7-15-40(23)30(43)25-26(18-8-4-3-5-9-18)41(38-35-25)28-27(32)36-44-37-28/h3-6,8-11,16,21,23H,7,12-15,17H2,1-2H3,(H2,32,36)(H,33,34,42)/t21-,23+/m0/s1","OOUVFKZYPAUJPH-JTHBVZDNSA-N","CN(C)[C@H]1CCc2nc(NC(=O)c3cccc([C@H]4CCCN4C(=O)c4nnn(-c5nonc5N)c4-c4ccccc4)c3)sc2C1","Active"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1969221","InChI=1S/C24H23N7/c1-30(2)19-11-8-17(9-12-19)23-22(18-10-13-21-20(14-18)24(25)28-26-21)27-29-31(23)15-16-6-4-3-5-7-16/h3-14H,15H2,1-2H3,(H3,25,26,28)","VEXYJVKMGKPGRV-UHFFFAOYSA-N","CN(C)c1ccc(-c2c(-c3ccc4[nH]nc(N)c4c3)nnn2Cc2ccccc2)cc1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4457201","InChI=1S/C26H22FN3O5/c1-30(2)20-5-3-16(4-6-20)26(33)29-19-12-17(27)11-18(13-19)28-25(32)15-35-21-7-8-22-23(31)9-10-34-24(22)14-21/h3-14H,15H2,1-2H3,(H,28,32)(H,29,33)","PPJJUYYHDQPMBM-UHFFFAOYSA-N","CN(C)c1ccc(C(=O)Nc2cc(F)cc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3968772","InChI=1S/C23H20N4O2/c1-27(2)18-13-9-16(10-14-18)22(28)24-17-11-7-15(8-12-17)21-19-5-3-4-6-20(19)23(29)26-25-21/h3-14H,1-2H3,(H,24,28)(H,26,29)","PDOWPLWTKJLFMU-UHFFFAOYSA-N","CN(C)c1ccc(C(=O)Nc2ccc(-c3n[nH]c(=O)c4ccccc34)cc2)cc1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4438748","InChI=1S/C26H23N3O5/c1-29(2)20-8-6-17(7-9-20)26(32)28-19-5-3-4-18(14-19)27-25(31)16-34-21-10-11-22-23(30)12-13-33-24(22)15-21/h3-15H,16H2,1-2H3,(H,27,31)(H,28,32)","WVGDUQVQWLHVEA-UHFFFAOYSA-N","CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4455163","InChI=1S/C25H23N3O6S/c1-28(2)20-8-6-17(7-9-20)25(30)26-18-4-3-5-19(14-18)27-35(31,32)16-34-21-10-11-22-23(29)12-13-33-24(22)15-21/h3-15,27H,16H2,1-2H3,(H,26,30)","QMERQFWNSUWTJZ-UHFFFAOYSA-N","CN(C)c1ccc(C(=O)Nc2cccc(NS(=O)(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1","Active"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1967544","InChI=1S/C28H27N5O2S/c1-32(2)27-7-3-6-26-25(27)5-4-8-28(26)36(34,35)33(14-12-29)24-16-23(18-31-19-24)20-9-10-22-17-30-13-11-21(22)15-20/h3-11,13,15-19H,12,14,29H2,1-2H3","XMFUGSRATNLPRM-UHFFFAOYSA-N","CN(C)c1cccc2c(S(=O)(=O)N(CCN)c3cncc(-c4ccc5cnccc5c4)c3)cccc12","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL2333879","InChI=1S/C23H24N6/c1-29(2)23-18-10-16(17-11-25-26-12-17)8-9-21(18)27-22(28-23)20-14-24-13-19(20)15-6-4-3-5-7-15/h3-12,19-20,24H,13-14H2,1-2H3,(H,25,26)/t19-,20+/m0/s1","QQWMBNHFQAYFPP-VQTJNVASSA-N","CN(C)c1nc([C@@H]2CNC[C@H]2c2ccccc2)nc2ccc(-c3cn[nH]c3)cc12","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL2333891","InChI=1S/C22H23FN6O/c1-29(7-8-30)22-18-11-15(16-12-25-26-13-16)5-6-20(18)27-21(28-22)19(24)10-14-3-2-4-17(23)9-14/h2-6,9,11-13,19,30H,7-8,10,24H2,1H3,(H,25,26)/t19-/m0/s1","KNXAAUXJYZDYLN-IBGZPJMESA-N","CN(CCO)c1nc([C@@H](N)Cc2cccc(F)c2)nc2ccc(-c3cn[nH]c3)cc12","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL2333889","InChI=1S/C22H23FN6O/c1-29(7-8-30)22-18-11-15(16-12-25-26-13-16)5-6-20(18)27-21(28-22)19(24)10-14-3-2-4-17(23)9-14/h2-6,9,11-13,19,30H,7-8,10,24H2,1H3,(H,25,26)/t19-/m1/s1","KNXAAUXJYZDYLN-LJQANCHMSA-N","CN(CCO)c1nc([C@H](N)Cc2cccc(F)c2)nc2ccc(-c3cn[nH]c3)cc12","Active"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL1969920","InChI=1S/C20H17ClN4/c1-25(13-14-6-3-2-4-7-14)19-11-15(10-18(21)24-19)17-12-23-20-16(17)8-5-9-22-20/h2-12H,13H2,1H3,(H,22,23)","LOMGAGWJYPGDLT-UHFFFAOYSA-N","CN(Cc1ccccc1)c1cc(-c2c[nH]c3ncccc23)cc(Cl)n1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL4749353","InChI=1S/C25H24N4O3/c1-29-13-20(14-29)28-25(31)17-4-2-3-16(9-17)11-27-24(30)18-5-6-21-19(10-18)15-32-23-12-26-8-7-22(21)23/h2-10,12,20H,11,13-15H2,1H3,(H,27,30)(H,28,31)","DBKFQGAJZUOGMZ-UHFFFAOYSA-N","CN1CC(NC(=O)c2cccc(CNC(=O)c3ccc4c(c3)COc3cnccc3-4)c2)C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3704395","InChI=1S/C28H30N6O3S/c1-33-11-13-34(14-12-33)22-9-10-24-25(16-22)38-28(31-24)32-27(36)20-3-2-4-23(15-20)37-18-26(35)30-21-7-5-19(17-29)6-8-21/h2-8,15,22H,9-14,16,18H2,1H3,(H,30,35)(H,31,32,36)","LDQUSNZOWDCLCI-UHFFFAOYSA-N","CN1CCN(C2CCc3nc(NC(=O)c4cccc(OCC(=O)Nc5ccc(C#N)cc5)c4)sc3C2)CC1","Active"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL3892516","InChI=1S/C30H31N5O2/c1-33-12-14-34(15-13-33)18-21-6-7-23-19-35(20-24(23)16-21)30(37)32-25-10-8-22(9-11-25)28-17-31-29(36)27-5-3-2-4-26(27)28/h2-11,16-17H,12-15,18-20H2,1H3,(H,31,36)(H,32,37)","LUFXPAXGLVEWPI-UHFFFAOYSA-N","CN1CCN(Cc2ccc3c(c2)CN(C(=O)Nc2ccc(-c4c[nH]c(=O)c5ccccc45)cc2)C3)CC1","Active"
"O75116","Rho-associated protein kinase 2","Ki","CHEMBL3946294","InChI=1S/C29H30N6O2/c1-33-12-14-34(15-13-33)17-20-6-7-22-18-35(19-23(22)16-20)29(37)30-24-10-8-21(9-11-24)27-25-4-2-3-5-26(25)28(36)32-31-27/h2-11,16H,12-15,17-19H2,1H3,(H,30,37)(H,32,36)","BXBVWGKSVDUPLO-UHFFFAOYSA-N","CN1CCN(Cc2ccc3c(c2)CN(C(=O)Nc2ccc(-c4n[nH]c(=O)c5ccccc45)cc2)C3)CC1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3700949","InChI=1S/C29H29N5O2/c1-33-14-12-21-10-11-26(17-24(21)19-33)31-28(35)23-7-3-6-22(16-23)27-9-4-13-34(27)29(36)32-25-8-2-5-20(15-25)18-30/h2-3,5-8,10-11,15-17,27H,4,9,12-14,19H2,1H3,(H,31,35)(H,32,36)","ZRHWOFZTNBHRBL-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(C4CCCN4C(=O)Nc4cccc(C#N)c4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680802","InChI=1S/C28H27N5O2/c1-32-12-10-20-8-9-24(15-23(20)18-32)31-27(34)21-5-2-4-19(14-21)17-30-28(35)33-13-11-25-22(16-29)6-3-7-26(25)33/h2-9,14-15H,10-13,17-18H2,1H3,(H,30,35)(H,31,34)","DPYQBASTYQLBBZ-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)N4CCc5c(C#N)cccc54)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680759","InChI=1S/C27H26N6O2/c1-33-12-9-19-5-6-23(14-22(19)17-33)30-26(34)21-4-2-3-18(13-21)16-29-27(35)25-15-24(31-32-25)20-7-10-28-11-8-20/h2-8,10-11,13-15H,9,12,16-17H2,1H3,(H,29,35)(H,30,34)(H,31,32)","BFQFDZIJSLKXEJ-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4cc(-c5ccncc5)n[nH]4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680739","InChI=1S/C28H25N5O2/c1-33-10-9-20-6-7-24(13-23(20)17-33)31-27(34)21-4-2-3-19(12-21)16-30-28(35)26-14-22-11-18(15-29)5-8-25(22)32-26/h2-8,11-14,32H,9-10,16-17H2,1H3,(H,30,35)(H,31,34)","PDVYOXPCODLJGS-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4cc5cc(C#N)ccc5[nH]4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680745","InChI=1S/C29H27N5O2/c1-33-11-10-21-7-8-25(14-24(21)18-33)32-28(35)22-5-3-4-20(13-22)17-31-29(36)27-15-23-12-19(16-30)6-9-26(23)34(27)2/h3-9,12-15H,10-11,17-18H2,1-2H3,(H,31,36)(H,32,35)","AHTDMXIGTVDZKO-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4cc5cc(C#N)ccc5n4C)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680741","InChI=1S/C28H27N5O3/c1-33-10-9-18-5-7-23(13-22(18)16-33)31-27(35)20-4-2-3-17(11-20)15-30-28(36)25-14-21-12-19(26(29)34)6-8-24(21)32-25/h2-8,11-14,32H,9-10,15-16H2,1H3,(H2,29,34)(H,30,36)(H,31,35)","LGUJCOHTCCZMRF-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4cc5cc(C(N)=O)ccc5[nH]4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680747","InChI=1S/C29H29N5O3/c1-33-11-10-19-6-8-24(14-23(19)17-33)32-28(36)21-5-3-4-18(12-21)16-31-29(37)26-15-22-13-20(27(30)35)7-9-25(22)34(26)2/h3-9,12-15H,10-11,16-17H2,1-2H3,(H2,30,35)(H,31,37)(H,32,36)","LBLGDMAVZULPLZ-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4cc5cc(C(N)=O)ccc5n4C)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680725","InChI=1S/C28H25N5O2/c1-33-10-9-20-7-8-24(13-23(20)17-33)31-27(34)22-4-2-3-19(11-22)16-30-28(35)26-14-21-6-5-18(15-29)12-25(21)32-26/h2-8,11-14,32H,9-10,16-17H2,1H3,(H,30,35)(H,31,34)","SYKGIXVMJZXJTH-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4cc5ccc(C#N)cc5[nH]4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680744","InChI=1S/C29H27N5O2/c1-33-11-10-21-8-9-25(14-24(21)18-33)32-28(35)23-5-3-4-20(12-23)17-31-29(36)27-15-22-7-6-19(16-30)13-26(22)34(27)2/h3-9,12-15H,10-11,17-18H2,1-2H3,(H,31,36)(H,32,35)","LYTSIRYQLOZGSQ-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4cc5ccc(C#N)cc5n4C)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680727","InChI=1S/C28H27N5O3/c1-33-10-9-18-7-8-23(12-22(18)16-33)31-27(35)21-4-2-3-17(11-21)15-30-28(36)25-13-19-5-6-20(26(29)34)14-24(19)32-25/h2-8,11-14,32H,9-10,15-16H2,1H3,(H2,29,34)(H,30,36)(H,31,35)","OGBCEWLJMNHRGZ-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4cc5ccc(C(N)=O)cc5[nH]4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680740","InChI=1S/C29H29N5O3/c1-33-11-10-19-8-9-24(13-23(19)17-33)32-28(36)22-5-3-4-18(12-22)16-31-29(37)26-14-20-6-7-21(27(30)35)15-25(20)34(26)2/h3-9,12-15H,10-11,16-17H2,1-2H3,(H2,30,35)(H,31,37)(H,32,36)","ZNMBEEVFUZFWBT-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4cc5ccc(C(N)=O)cc5n4C)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680783","InChI=1S/C28H27N5O2/c1-33-14-12-20-9-10-25(16-24(20)18-33)31-28(35)23-4-2-3-19(15-23)17-29-27(34)22-7-5-21(6-8-22)26-11-13-30-32-26/h2-11,13,15-16H,12,14,17-18H2,1H3,(H,29,34)(H,30,32)(H,31,35)","FBSCUSKJRVLCRZ-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4ccc(-c5cc[nH]n5)cc4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680730","InChI=1S/C28H26N4O2S/c1-32-13-11-20-7-8-24(15-23(20)18-32)31-27(33)21-5-2-4-19(14-21)16-30-28(34)26-10-9-25(35-26)22-6-3-12-29-17-22/h2-10,12,14-15,17H,11,13,16,18H2,1H3,(H,30,34)(H,31,33)","CQMKWLNRKSVXPD-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4ccc(-c5cccnc5)s4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680767","InChI=1S/C30H28N4O2/c1-34-16-13-23-9-10-28(18-27(23)20-34)33-30(36)26-4-2-3-21(17-26)19-32-29(35)25-7-5-22(6-8-25)24-11-14-31-15-12-24/h2-12,14-15,17-18H,13,16,19-20H2,1H3,(H,32,35)(H,33,36)","FDFPXMUSBROKPG-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4ccc(-c5ccncc5)cc4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680735","InChI=1S/C28H26N4O2S/c1-32-14-11-20-5-6-24(16-23(20)18-32)31-27(33)22-4-2-3-19(15-22)17-30-28(34)26-8-7-25(35-26)21-9-12-29-13-10-21/h2-10,12-13,15-16H,11,14,17-18H2,1H3,(H,30,34)(H,31,33)","VICNOHNTTMWFIN-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4ccc(-c5ccncc5)s4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680738","InChI=1S/C26H25N5O2S/c1-31-10-9-18-5-6-22(12-20(18)16-31)30-25(32)19-4-2-3-17(11-19)13-27-26(33)24-8-7-23(34-24)21-14-28-29-15-21/h2-8,11-12,14-15H,9-10,13,16H2,1H3,(H,27,33)(H,28,29)(H,30,32)","WGPGCFXWIDVUNR-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4ccc(-c5cn[nH]c5)s4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680723","InChI=1S/C28H26N4O3/c1-32-12-11-20-9-10-25(14-24(20)17-32)31-28(34)23-4-2-3-19(13-23)15-30-27(33)22-7-5-21(6-8-22)26-16-29-18-35-26/h2-10,13-14,16,18H,11-12,15,17H2,1H3,(H,30,33)(H,31,34)","QBAFHMSHHDBBRB-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4ccc(-c5cnco5)cc4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680731","InChI=1S/C26H24N4O3S/c1-30-10-9-18-5-6-21(12-20(18)15-30)29-25(31)19-4-2-3-17(11-19)13-28-26(32)24-8-7-23(34-24)22-14-27-16-33-22/h2-8,11-12,14,16H,9-10,13,15H2,1H3,(H,28,32)(H,29,31)","KUJQYRUNVOEVTK-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4ccc(-c5cnco5)s4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680717","InChI=1S/C28H27N5O2/c1-32-13-11-21-5-8-25(16-24(21)18-32)31-28(35)23-4-2-3-20(15-23)17-30-27(34)22-6-9-26(10-7-22)33-14-12-29-19-33/h2-10,12,14-16,19H,11,13,17-18H2,1H3,(H,30,34)(H,31,35)","BBYWHWDYNAQJKZ-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4ccc(-n5ccnc5)cc4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680794","InChI=1S/C27H26N6O2/c1-32-12-11-20-5-8-24(14-23(20)16-32)31-27(35)22-4-2-3-19(13-22)15-29-26(34)21-6-9-25(10-7-21)33-18-28-17-30-33/h2-10,13-14,17-18H,11-12,15-16H2,1H3,(H,29,34)(H,31,35)","NJBCVYMNGNQKBJ-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4ccc(-n5cncn5)cc4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680710","InChI=1S/C27H27N5O2S/c1-32-12-11-19-9-10-24(14-23(19)16-32)29-27(34)22-4-2-3-18(13-22)15-28-26(33)21-7-5-20(6-8-21)25-17-35-31-30-25/h2-10,13-14,25H,11-12,15-17H2,1H3,(H,28,33)(H,29,34)","YKEHHRGHCKOSTL-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4ccc(C5CSN=N5)cc4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680791","InChI=1S/C28H26N4O3/c1-32-12-11-19-5-8-24(15-23(19)17-32)30-28(35)21-4-2-3-18(13-21)16-29-27(34)22-6-9-25-20(14-22)7-10-26(33)31-25/h2-10,13-15H,11-12,16-17H2,1H3,(H,29,34)(H,30,35)(H,31,33)","YNWGRKJDAVFKRI-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4ccc5[nH]c(=O)ccc5c4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680761","InChI=1S/C27H25N5O3/c1-32-12-10-18-5-6-21(14-20(18)16-32)30-25(33)19-4-2-3-17(13-19)15-29-27(35)24-8-7-22-23(31-24)9-11-28-26(22)34/h2-9,11,13-14H,10,12,15-16H2,1H3,(H,28,34)(H,29,35)(H,30,33)","VYKNCKQROGTXCN-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4ccc5c(=O)[nH]ccc5n4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680795","InChI=1S/C28H28N4O3/c1-32-12-11-19-5-8-24(15-23(19)17-32)30-28(35)21-4-2-3-18(13-21)16-29-27(34)22-6-9-25-20(14-22)7-10-26(33)31-25/h2-6,8-9,13-15H,7,10-12,16-17H2,1H3,(H,29,34)(H,30,35)(H,31,33)","KSVOONKKPUEFTJ-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4ccc5c(c4)CCC(=O)N5)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680708","InChI=1S/C29H27N3O3/c1-32-12-11-20-7-9-26(15-25(20)18-32)31-29(35)23-4-2-3-19(13-23)17-30-28(34)24-6-5-22-16-27(33)10-8-21(22)14-24/h2-10,13-16,33H,11-12,17-18H2,1H3,(H,30,34)(H,31,35)","OLAVMFTZVHJTDI-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4ccc5cc(O)ccc5c4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680726","InChI=1S/C30H28N4O2/c1-34-14-12-22-10-11-28(17-27(22)20-34)33-30(36)24-7-2-5-21(15-24)18-32-29(35)25-8-3-6-23(16-25)26-9-4-13-31-19-26/h2-11,13,15-17,19H,12,14,18,20H2,1H3,(H,32,35)(H,33,36)","DMUQABHLWVFXEJ-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4cccc(-c5cccnc5)c4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680695","InChI=1S/C28H27N5O2/c1-33-11-10-20-8-9-26(14-24(20)18-33)32-28(35)22-6-2-4-19(12-22)15-29-27(34)23-7-3-5-21(13-23)25-16-30-31-17-25/h2-9,12-14,16-17H,10-11,15,18H2,1H3,(H,29,34)(H,30,31)(H,32,35)","QQYHACAWOOQQEK-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4cccc(-c5cn[nH]c5)c4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680798","InChI=1S/C28H26N4O3/c1-32-11-10-20-8-9-25(14-24(20)17-32)31-28(34)22-6-2-4-19(12-22)15-30-27(33)23-7-3-5-21(13-23)26-16-29-18-35-26/h2-9,12-14,16,18H,10-11,15,17H2,1H3,(H,30,33)(H,31,34)","CYYYWAUIIQAJMR-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4cccc(-c5cnco5)c4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680796","InChI=1S/C28H27N5O2/c1-32-12-10-21-8-9-25(15-24(21)18-32)31-28(35)22-5-2-4-20(14-22)17-30-27(34)23-6-3-7-26(16-23)33-13-11-29-19-33/h2-9,11,13-16,19H,10,12,17-18H2,1H3,(H,30,34)(H,31,35)","JKVINGMBDITKAB-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4cccc(-n5ccnc5)c4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680702","InChI=1S/C27H26N6O3/c1-32-10-9-18-5-7-22(12-21(18)14-32)30-26(35)19-4-2-3-17(11-19)13-29-27(36)23-16-33-15-20(25(28)34)6-8-24(33)31-23/h2-8,11-12,15-16H,9-10,13-14H2,1H3,(H2,28,34)(H,29,36)(H,30,35)","FXDUXWSTRPTDDP-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4cn5cc(C(N)=O)ccc5n4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680700","InChI=1S/C27H24N6O2/c1-32-9-8-20-5-6-23(13-22(20)16-32)30-26(34)21-4-2-3-19(11-21)15-29-27(35)24-17-33-10-7-18(14-28)12-25(33)31-24/h2-7,10-13,17H,8-9,15-16H2,1H3,(H,29,35)(H,30,34)","FJFMGJMDZFXQSX-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4cn5ccc(C#N)cc5n4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680724","InChI=1S/C27H26N6O3/c1-32-9-7-18-5-6-22(12-21(18)15-32)30-26(35)20-4-2-3-17(11-20)14-29-27(36)23-16-33-10-8-19(25(28)34)13-24(33)31-23/h2-6,8,10-13,16H,7,9,14-15H2,1H3,(H2,28,34)(H,29,36)(H,30,35)","XWLBHBKXEKUBFC-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4cn5ccc(C(N)=O)cc5n4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680799","InChI=1S/C27H25N5O2S/c1-32-11-9-19-7-8-23(13-22(19)17-32)31-25(33)20-5-2-4-18(12-20)14-29-26(34)24-16-30-27(35-24)21-6-3-10-28-15-21/h2-8,10,12-13,15-16H,9,11,14,17H2,1H3,(H,29,34)(H,31,33)","UUZLPOBLVNIJLN-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4cnc(-c5cccnc5)s4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680706","InChI=1S/C27H25N5O2S/c1-32-11-9-19-7-8-23(13-22(19)16-32)30-25(33)20-5-2-4-18(12-20)14-29-26(34)24-17-35-27(31-24)21-6-3-10-28-15-21/h2-8,10,12-13,15,17H,9,11,14,16H2,1H3,(H,29,34)(H,30,33)","UNIBCIFGYIERHY-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4csc(-c5cccnc5)n4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680803","InChI=1S/C27H25N5O2S/c1-32-11-9-19-7-8-23(13-22(19)16-32)30-25(33)20-5-2-4-18(12-20)14-29-26(34)27-31-24(17-35-27)21-6-3-10-28-15-21/h2-8,10,12-13,15,17H,9,11,14,16H2,1H3,(H,29,34)(H,30,33)","SIFJGMXGYLZMGY-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4nc(-c5cccnc5)cs4)c3)cc2C1","Active"
"O75116","Rho-associated protein kinase 2","IC50","CHEMBL3680762","InChI=1S/C29H27N9O3/c1-37-13-12-19-10-11-23(15-22(19)17-37)32-28(39)21-9-5-6-18(14-21)16-31-29(40)24-25(20-7-3-2-4-8-20)38(36-33-24)27-26(30)34-41-35-27/h2-11,14-15H,12-13,16-17H2,1H3,(H2,30,34)(H,31,40)(H,32,39)","KSSUCEGOJKECCV-UHFFFAOYSA-N","CN1CCc2ccc(NC(=O)c3cccc(CNC(=O)c4nnn(-c5nonc5N)c4-c4ccccc4)c3)cc2C1","Active"
